date,AAPL,AMZN,GOOG,JPM,MSFT
2022-01-03,0.00439194461652739,-0.020468250419034325,-0.06491332408166639,0.03986342404826991,0.019615275540257476
2022-01-04,0.02165804896891401,0.02983003171940213,-0.017989888885481992,-0.015538830185988105,0.02179289080398098
2022-01-05,0.00263095713883617,0.01067095937370284,0.01745773150201825,-0.003218589224234377,0.014693848673768299
2022-01-06,-0.036151683289992985,0.012151586603695893,-0.04256991391321467,-0.018773203585501864,0.0024470561013827776
2022-01-07,-0.0023905769301249334,-0.015002074415010067,0.012120246138464585,0.005924234202553631,-0.009430653100969692
2022-01-10,0.00449097408264512,-0.02324973809732499,0.00865351271647417,-0.022517777205524125,0.002115401072591315
2022-01-11,0.02946951438531465,-0.0019552560570851103,0.04412695629879229,-0.01620958769645995,-0.0299974518542981
2022-01-12,0.0180229708492959,0.02566162997044751,0.007563936416261503,0.015065104122127818,-0.01044466770142663
2022-01-13,0.00932986891364453,0.017021892953770375,0.001601479544965148,-0.020655566521903285,0.013892628701515341
2022-01-14,0.029982320898152646,-0.005471020812838748,0.004343636588683254,0.012922216758959168,-0.0023241311034114913
2022-01-17,0.021882471969649625,0.004197108508353484,-0.000585652788371297,0.009526467938264973,-0.019041390667273405
2022-01-18,-0.005031182392258802,0.010972758153377575,0.018522043670614406,0.005109294555640685,-0.00783916774865327
2022-01-19,0.025788105746349776,0.00827255239248903,0.016769053722691066,-0.02829840203146615,-0.025954552896531865
2022-01-20,0.024126543634812377,-0.0052731155445956005,0.01526683620787812,0.016051786530221955,0.012597265687860938
2022-01-21,-0.013818787241406028,0.014300183884172138,0.0005388934102562105,0.02109851209975218,-0.026108358088943677
2022-01-24,0.0038138155052609983,-0.005878728841042694,0.021086409320880736,-0.010442489391986196,0.0022706744209792305
2022-01-25,0.03316477626587282,0.02799260751112755,0.019132279763103513,0.005000120239081011,-0.004755227796403827
2022-01-26,0.006077039567328362,-0.025698631877175557,-0.025359445442378708,0.017110774662385576,0.03675607926916832
2022-01-27,-0.007375111523651513,0.017455440996930655,-0.0003285485587617782,-0.016829220852334247,0.018029903886136133
2022-01-28,0.013062440952128633,0.04809192973610937,0.015204614541505368,-0.015289854520880759,-0.009219307168336242
2022-01-31,-0.006281758691699084,-0.04502700732572108,0.007255021074545216,0.0014647823684245742,-0.001754850282500857
2022-02-01,-0.003569659382348308,0.00788144690480541,0.006690689457470408,0.0075716582101080865,-0.0034288437528282377
2022-02-02,-0.020740895385616905,0.011345867747590721,-0.005047419815335231,-0.018521775360824624,-0.00420785675156909
2022-02-03,0.004667375732713745,-0.002598191668626552,-0.05241726159146437,-0.03889664452959649,0.032977159779259815
2022-02-04,0.0008054765573568131,0.01932120135053128,-0.009418270813421344,0.028016782009602125,0.017509271848352916
2022-02-07,0.008835499075395298,0.03441781514463735,0.0115200854202462,-0.02582280380547875,-0.009499459007778523
2022-02-08,0.022963084786108354,-0.023870398339068254,-0.029551489877358252,1.2272701576520207e-05,-0.02497833123846669
2022-02-09,0.02605982676125393,-0.0022620912759710467,0.020590803202972345,-0.021257764784544907,-0.0394214502052781
2022-02-10,0.012631520727801724,0.010769242205410624,0.04597805715209832,0.001919084753853972,-0.008696627029410573
2022-02-11,0.013764375327502435,0.01936077187159688,0.02961659668871612,0.028335990864721605,0.02767046718515927
2022-02-14,0.024865299579334164,0.025944748982214678,-0.007086329789865583,-0.007772796293740239,0.018985821474122738
2022-02-15,0.006071396911298318,0.026391253619208632,0.014279629479812508,-0.007337308483217359,-0.006723163794929705
2022-02-16,-0.027434609053818452,0.03208929805725539,0.0215119813384321,0.01867784869369094,0.02101076887331683
2022-02-17,0.019139404255636216,0.0437365546967897,0.015540579441113667,-0.010259843174622044,-0.013548386992028545
2022-02-18,-0.02355965022197898,0.005130239663640234,0.019548794313491855,0.036475420265864436,0.0036112494482125265
