date,symbol,open,high,low,close,volume
2023-06-29 18:41:36.168606,TSLA,251.8,257.97,243.96,248.5,6537169
2023-06-30 18:41:36.168606,TSLA,255.62,257.2,246.97,251.41,5951493
2023-07-03 18:41:36.168606,TSLA,255.22,255.63,247.98,252.22,8171421
2023-07-04 18:41:36.168606,TSLA,254.99,259.7,247.42,254.03,4302304
2023-07-05 18:41:36.168606,TSLA,250.78,251.63,247.5,250.21,4967286
2023-07-06 18:41:36.168606,TSLA,247.17,250.87,243.56,248.73,3817245
2023-07-07 18:41:36.168606,TSLA,247.43,252.01,245.02,246.52,3678933
2023-07-10 18:41:36.168606,TSLA,244.88,247.41,243.36,246.63,9427677
2023-07-11 18:41:36.168606,TSLA,247.91,247.94,240.2,244.62,7641141
2023-07-12 18:41:36.168606,TSLA,237.85,243.3,232.28,241.96,9893083
2023-07-13 18:41:36.168606,TSLA,237.74,248.2,237.66,242.69,6931692
2023-07-14 18:41:36.168606,TSLA,253.62,254.62,252.94,252.99,5312917
2023-07-17 18:41:36.168606,TSLA,258.49,263.8,252.82,256.06,5381709
2023-07-18 18:41:36.168606,TSLA,247.48,248.45,245.95,247.08,3666111
2023-07-19 18:41:36.168606,TSLA,249.55,249.8,248.45,248.93,2126046
2023-07-20 18:41:36.168606,TSLA,246.82,252.6,242.48,246.5,9047157
2023-07-21 18:41:36.168606,TSLA,239.65,244.43,238.88,241.98,9014212
2023-07-24 18:41:36.168606,TSLA,238.47,251.21,234.16,245.51,377433
2023-07-25 18:41:36.168606,TSLA,245.08,248.12,239.96,246.01,3439335
2023-07-26 18:41:36.168606,TSLA,258.04,258.41,257.47,258.37,5486747
2023-07-27 18:41:36.168606,TSLA,259.8,264.89,256.93,257.9,8967314
2023-07-28 18:41:36.168606,TSLA,255.34,260.37,254.87,256.87,2053230
2023-07-31 18:41:36.168606,TSLA,263.59,264.11,261.94,263.14,4892291
2023-08-01 18:41:36.168606,TSLA,266.35,266.85,259.25,263.39,5814078
2023-08-02 18:41:36.168606,TSLA,260.51,260.53,256.49,257.95,3616951
2023-08-03 18:41:36.168606,TSLA,253.62,255.79,251.99,253.54,5771471
2023-08-04 18:41:36.168606,TSLA,251.73,252.01,249.41,252.0,9186727
2023-08-07 18:41:36.168606,TSLA,255.31,256.93,254.28,255.44,4293211
2023-08-08 18:41:36.168606,TSLA,258.41,262.16,257.71,262.07,1028220
2023-08-09 18:41:36.168606,TSLA,269.0,270.67,261.13,266.4,2681108
2023-08-10 18:41:36.168606,TSLA,269.73,270.85,268.48,269.56,8101565
2023-08-11 18:41:36.168606,TSLA,274.81,278.46,272.62,275.61,9002483
2023-08-14 18:41:36.168606,TSLA,276.81,283.62,274.95,279.17,8101326
2023-08-15 18:41:36.168606,TSLA,276.14,278.6,270.21,274.27,9759697
2023-08-16 18:41:36.168606,TSLA,274.36,277.94,266.45,273.19,4832529
2023-08-17 18:41:36.168606,TSLA,266.23,273.27,262.84,270.52,6325247
2023-08-18 18:41:36.168606,TSLA,277.61,282.92,272.95,277.48,7743523
2023-08-21 18:41:36.168606,TSLA,275.27,275.34,270.56,272.32,7327779
2023-08-22 18:41:36.168606,TSLA,269.08,271.66,265.68,267.36,5128342
2023-08-23 18:41:36.168606,TSLA,267.22,269.89,266.91,268.41,6225694
2023-08-24 18:41:36.168606,TSLA,279.07,282.35,275.34,278.9,9777327
2023-08-25 18:41:36.168606,TSLA,282.4,284.21,278.41,283.13,1401775
2023-08-28 18:41:36.168606,TSLA,289.73,291.93,287.81,289.17,7758379
2023-08-29 18:41:36.168606,TSLA,283.17,284.74,280.73,282.92,4764763
2023-08-30 18:41:36.168606,TSLA,287.03,287.59,286.11,286.84,2986931
2023-08-31 18:41:36.168606,TSLA,283.04,285.87,278.54,280.61,8730019
2023-09-01 18:41:36.168606,TSLA,284.08,285.56,283.62,284.86,1027580
2023-09-04 18:41:36.168606,TSLA,269.81,281.16,266.0,276.05,6956408
2023-09-05 18:41:36.168606,TSLA,274.1,274.55,273.99,274.31,1557668
2023-09-06 18:41:36.168606,TSLA,260.17,267.49,252.68,263.19,4462805
2023-09-07 18:41:36.168606,TSLA,256.13,264.22,255.11,258.66,9459021
