date,symbol,open,high,low,close,volume
2023-06-29 18:41:36.168606,AMZN,119.52,120.66,118.8,119.77,6516679
2023-06-30 18:41:36.168606,AMZN,121.85,122.55,119.29,120.69,5501446
2023-07-03 18:41:36.168606,AMZN,120.14,121.71,119.82,120.84,8441353
2023-07-04 18:41:36.168606,AMZN,116.37,116.85,115.6,116.64,3877268
2023-07-05 18:41:36.168606,AMZN,116.79,117.15,116.13,116.85,9125901
2023-07-06 18:41:36.168606,AMZN,117.47,119.01,117.22,117.57,1521742
2023-07-07 18:41:36.168606,AMZN,115.65,117.44,115.29,116.09,6865837
2023-07-10 18:41:36.168606,AMZN,114.07,114.35,113.78,113.8,693695
2023-07-11 18:41:36.168606,AMZN,113.88,118.27,113.01,114.98,520129
2023-07-12 18:41:36.168606,AMZN,115.72,116.64,115.16,115.87,1980352
2023-07-13 18:41:36.168606,AMZN,117.65,119.51,114.97,116.45,4055544
2023-07-14 18:41:36.168606,AMZN,115.94,118.01,113.54,116.53,2588883
2023-07-17 18:41:36.168606,AMZN,114.98,116.22,114.7,115.27,4413399
2023-07-18 18:41:36.168606,AMZN,120.15,121.7,118.43,120.56,2504710
2023-07-19 18:41:36.168606,AMZN,118.94,120.71,118.58,119.9,8487827
2023-07-20 18:41:36.168606,AMZN,118.03,118.42,116.27,117.89,8953372
2023-07-21 18:41:36.168606,AMZN,119.85,119.99,116.93,118.08,8301319
2023-07-24 18:41:36.168606,AMZN,116.37,118.41,115.65,117.71,5507824
2023-07-25 18:41:36.168606,AMZN,116.71,118.39,115.62,117.01,8255012
2023-07-26 18:41:36.168606,AMZN,119.34,121.84,118.94,121.45,8249765
2023-07-27 18:41:36.168606,AMZN,118.18,119.91,116.92,118.77,5627964
2023-07-28 18:41:36.168606,AMZN,119.61,121.97,116.52,118.92,5430605
2023-07-31 18:41:36.168606,AMZN,114.69,116.93,113.81,116.45,6534548
2023-08-01 18:41:36.168606,AMZN,115.47,116.24,114.96,115.25,8381901
2023-08-02 18:41:36.168606,AMZN,117.85,120.72,115.34,119.31,6328462
2023-08-03 18:41:36.168606,AMZN,123.19,123.51,119.0,120.04,5713163
2023-08-04 18:41:36.168606,AMZN,121.89,122.38,120.21,120.75,9740610
2023-08-07 18:41:36.168606,AMZN,118.87,121.03,116.77,118.54,4771212
2023-08-08 18:41:36.168606,AMZN,118.84,119.21,116.48,117.59,5630131
2023-08-09 18:41:36.168606,AMZN,122.55,123.25,121.43,121.94,9526371
2023-08-10 18:41:36.168606,AMZN,124.39,124.47,122.27,123.22,9542143
2023-08-11 18:41:36.168606,AMZN,122.82,123.78,122.02,122.44,6446502
2023-08-14 18:41:36.168606,AMZN,123.5,125.9,123.22,123.58,431012
2023-08-15 18:41:36.168606,AMZN,125.69,126.53,123.25,124.3,7051775
2023-08-16 18:41:36.168606,AMZN,119.99,123.28,119.75,122.28,4578903
2023-08-17 18:41:36.168606,AMZN,122.88,123.07,119.36,121.44,8389681
2023-08-18 18:41:36.168606,AMZN,123.56,127.17,121.73,126.97,8622886
2023-08-21 18:41:36.168606,AMZN,128.37,129.77,127.57,128.03,2276082
2023-08-22 18:41:36.168606,AMZN,124.84,125.1,122.68,124.08,5052034
2023-08-23 18:41:36.168606,AMZN,125.32,126.51,124.37,125.41,8740050
2023-08-24 18:41:36.168606,AMZN,129.09,129.15,128.04,128.74,8914749
2023-08-25 18:41:36.168606,AMZN,125.67,128.85,124.32,126.48,709003
2023-08-28 18:41:36.168606,AMZN,125.17,125.95,124.52,125.38,3560054
2023-08-29 18:41:36.168606,AMZN,127.87,130.68,126.92,129.09,1036232
2023-08-30 18:41:36.168606,AMZN,130.49,131.0,129.23,129.25,9599835
2023-08-31 18:41:36.168606,AMZN,128.76,130.1,127.64,128.94,2069387
2023-09-01 18:41:36.168606,AMZN,126.74,127.01,124.87,125.56,5108029
2023-09-04 18:41:36.168606,AMZN,128.16,128.34,126.8,128.31,1755443
2023-09-05 18:41:36.168606,AMZN,127.7,128.66,126.55,127.89,1567836
2023-09-06 18:41:36.168606,AMZN,122.83,123.04,121.99,122.4,2270972
2023-09-07 18:41:36.168606,AMZN,119.49,119.86,118.24,118.61,2123106
2023-09-08 18:41:36.168606,AMZN,119.07,120.14,114.62,117.34,5321610
2023-09-11 18:41:36.168606,AMZN,115.76,116.53,114.6,114.88,2327666
2023-09-12 18:41:36.168606,AMZN,111.91,114.04,109.83,112.83,6085507
2023-09-13 18:41:36.168606,AMZN,120.04,122.36,115.83,118.18,7897215
2023-09-14 18:41:36.168606,AMZN,119.56,120.94,119.46,119.91,497046
2023-09-15 18:41:36.168606,AMZN,112.83,115.34,112.83,113.79,211597
2023-09-18 18:41:36.168606,AMZN,112.68,114.11,110.53,113.13,5284837
2023-09-19 18:41:36.168606,AMZN,110.57,114.07,108.74,112.99,7918014
2023-09-20 18:41:36.168606,AMZN,109.89,110.47,109.26,109.71,1715620
2023-09-21 18:41:36.168606,AMZN,110.59,111.38,109.96,110.93,5144039
2023-09-22 18:41:36.168606,AMZN,107.27,109.38,105.69,106.46,6907173
2023-09-25 18:41:36.168606,AMZN,108.95,110.03,108.37,108.85,7907818
2023-09-26 18:41:36.168606,AMZN,113.38,115.47,109.22,112.04,1280034
2023-09-27 18:41:36.168606,AMZN,117.02,120.44,115.64,117.37,6367366
2023-09-28 18:41:36.168606,AMZN,113.26,116.56,111.22,113.73,6882303
2023-09-29 18:41:36.168606,AMZN,110.89,111.1,108.54,110.67,359201
2023-10-02 18:41:36.168606,AMZN,111.69,113.62,111.42,112.26,4433227
2023-10-03 18:41:36.168606,AMZN,115.55,116.84,114.14,114.97,3195039
2023-10-04 18:41:36.168606,AMZN,117.58,117.73,114.82,116.89,2032457
2023-10-05 18:41:36.168606,AMZN,119.75,120.73,117.56,119.47,5321227
2023-10-06 18:41:36.168606,AMZN,123.26,124.9,122.46,122.82,8135168
2023-10-09 18:41:36.168606,AMZN,123.51,124.06,122.7,123.38,633885
2023-10-10 18:41:36.168606,AMZN,121.84,125.22,121.43,122.92,4706302
2023-10-11 18:41:36.168606,AMZN,120.25,120.31,118.74,119.62,9771832
2023-10-12 18:41:36.168606,AMZN,118.56,119.21,118.37,118.96,5473552
2023-10-13 18:41:36.168606,AMZN,118.51,118.74,118.1,118.68,6756289
2023-10-16 18:41:36.168606,AMZN,117.13,117.61,116.25,116.48,321163
2023-10-17 18:41:36.168606,AMZN,116.62,117.01,115.99,116.45,6477844
2023-10-18 18:41:36.168606,AMZN,109.45,115.8,108.09,114.03,9297671
2023-10-19 18:41:36.168606,AMZN,117.77,119.0,116.08,116.63,6425006
2023-10-20 18:41:36.168606,AMZN,118.37,119.43,116.43,117.68,3863901
2023-10-23 18:41:36.168606,AMZN,116.61,117.39,116.37,116.66,1263842
2023-10-24 18:41:36.168606,AMZN,116.66,117.22,114.47,117.16,4373487
2023-10-25 18:41:36.168606,AMZN,113.46,116.19,112.69,114.63,8482863
2023-10-26 18:41:36.168606,AMZN,112.0,113.56,110.01,112.38,7300622
2023-10-27 18:41:36.168606,AMZN,110.78,112.42,109.77,111.02,3124320
2023-10-30 18:41:36.168606,AMZN,110.79,112.34,109.39,110.64,1100778
2023-10-31 18:41:36.168606,AMZN,111.49,111.73,110.56,111.01,6739070
2023-11-01 18:41:36.168606,AMZN,113.62,114.51,109.51,111.39,2062821
2023-11-02 18:41:36.168606,AMZN,109.56,109.62,106.43,108.51,2386113
2023-11-03 18:41:36.168606,AMZN,108.04,108.4,107.28,108.39,8115119
2023-11-06 18:41:36.168606,AMZN,105.42,108.46,104.76,106.67,7154730
2023-11-07 18:41:36.168606,AMZN,97.29,99.56,95.06,99.45,6811971
2023-11-08 18:41:36.168606,AMZN,106.18,107.09,105.22,105.62,9579821
2023-11-09 18:41:36.168606,AMZN,103.81,104.12,103.48,103.98,255647
2023-11-10 18:41:36.168606,AMZN,101.5,103.02,100.62,102.49,5344412
2023-11-13 18:41:36.168606,AMZN,100.31,102.27,98.5,99.78,5194733
2023-11-14 18:41:36.168606,AMZN,99.71,101.99,97.51,97.72,4111577
2023-11-15 18:41:36.168606,AMZN,97.91,98.66,96.68,97.4,4880651
2023-11-16 18:41:36.168606,AMZN,100.2,100.46,99.3,100.08,5378452
2023-11-17 18:41:36.168606,AMZN,99.35,100.38,98.12,99.74,2619379
2023-11-20 18:41:36.168606,AMZN,99.71,101.73,99.13,99.15,9283671
2023-11-21 18:41:36.168606,AMZN,101.94,101.97,101.16,101.58,4067924
2023-11-22 18:41:36.168606,AMZN,100.32,100.62,100.27,100.56,7150417
2023-11-23 18:41:36.168606,AMZN,101.32,102.02,100.55,100.65,1694745
2023-11-24 18:41:36.168606,AMZN,98.65,99.86,96.98,98.85,5965874
2023-11-27 18:41:36.168606,AMZN,102.44,102.79,102.02,102.23,6566138
2023-11-28 18:41:36.168606,AMZN,104.72,105.12,103.35,104.43,7657086
2023-11-29 18:41:36.168606,AMZN,103.43,105.1,102.28,104.16,2237154
2023-11-30 18:41:36.168606,AMZN,101.78,104.59,101.37,103.38,4249285
2023-12-01 18:41:36.168606,AMZN,104.23,104.85,102.73,103.36,2899045
2023-12-04 18:41:36.168606,AMZN,103.29,104.04,101.43,103.13,6091303
2023-12-05 18:41:36.168606,AMZN,100.52,100.85,99.63,99.99,9574874
2023-12-06 18:41:36.168606,AMZN,102.64,103.74,101.87,102.21,7145158
2023-12-07 18:41:36.168606,AMZN,101.93,102.01,101.29,101.79,2166799
2023-12-08 18:41:36.168606,AMZN,105.6,105.76,105.31,105.71,3388685
2023-12-11 18:41:36.168606,AMZN,107.15,107.79,105.83,106.65,4049244
2023-12-12 18:41:36.168606,AMZN,100.32,103.26,98.73,101.33,6684532
2023-12-13 18:41:36.168606,AMZN,97.16,99.16,95.76,98.78,654700
2023-12-14 18:41:36.168606,AMZN,94.32,94.92,94.21,94.59,7008801
2023-12-15 18:41:36.168606,AMZN,92.06,93.57,91.46,92.19,4968073
2023-12-18 18:41:36.168606,AMZN,89.2,91.27,87.32,89.22,2001412
2023-12-19 18:41:36.168606,AMZN,89.95,91.37,88.31,89.72,9827633
2023-12-20 18:41:36.168606,AMZN,88.32,90.53,86.74,89.2,5368848
2023-12-21 18:41:36.168606,AMZN,90.89,91.3,90.48,90.56,5405377
2023-12-22 18:41:36.168606,AMZN,90.94,91.07,88.98,90.54,1004064
2023-12-25 18:41:36.168606,AMZN,89.93,90.83,89.37,90.15,2710320
2023-12-26 18:41:36.168606,AMZN,92.81,94.78,91.59,93.81,556185
2023-12-27 18:41:36.168606,AMZN,94.11,95.53,92.33,94.27,109290
2023-12-28 18:41:36.168606,AMZN,93.99,95.31,93.47,94.17,2108880
2023-12-29 18:41:36.168606,AMZN,92.2,93.7,90.45,92.61,2574427
2024-01-01 18:41:36.168606,AMZN,90.42,90.74,90.41,90.48,4252554
2024-01-02 18:41:36.168606,AMZN,91.88,92.24,90.92,91.91,7416640
